,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
143,frozenset({'whipped/sour cream'}),frozenset({'other vegetables'}),0.043707812604424245,0.12210118291786407,0.004143554100113613,0.09480122324159021,0.7764152727771836,-0.0011932215216389156,0.9698409229251974
118,frozenset({'newspapers'}),frozenset({'other vegetables'}),0.038895943326872955,0.12210118291786407,0.0036757334759072377,0.09450171821305842,0.7739623479047582,-0.0010735072150101508,0.969520135752947
147,frozenset({'yogurt'}),frozenset({'other vegetables'}),0.08587850030074183,0.12210118291786407,0.008086613646995923,0.09416342412451362,0.7711917433908578,-0.0023992528269367996,0.9691580583767566
146,frozenset({'whole milk'}),frozenset({'other vegetables'}),0.15792287642852368,0.12210118291786407,0.014836596939116486,0.09394837071519255,0.7694304712706218,-0.004445973082597927,0.9689280265133523
142,frozenset({'waffles'}),frozenset({'other vegetables'}),0.018512330415023724,0.12210118291786407,0.0017376194613379669,0.09386281588447654,0.768729783294703,-0.0005227579809027833,0.968836543154389
88,frozenset({'ham'}),frozenset({'other vegetables'}),0.0171088685424046,0.12210118291786407,0.001603956425850431,0.09374999999999999,0.7678058292282429,-0.0004850566615634032,0.9687159360906328
108,frozenset({'margarine'}),frozenset({'rolls/buns'}),0.03221279155249616,0.11000467820624206,0.003007418298469558,0.0933609958506224,0.8487002314172922,-0.0005361394703875342,0.9816424373102777
105,frozenset({'long life bakery product'}),frozenset({'rolls/buns'}),0.017910846755329814,0.11000467820624206,0.001670787943594199,0.09328358208955224,0.8479964998821204,-0.00029948899012717197,0.9815586265050499
8,frozenset({'beverages'}),frozenset({'sausage'}),0.016574216400454454,0.06034886052262247,0.0015371249081066632,0.09274193548387098,1.5367636551995143,0.0005368898342838755,1.0357043670683983
141,frozenset({'tropical fruit'}),frozenset({'other vegetables'}),0.0677671589921807,0.12210118291786407,0.006282162667914188,0.09270216962524655,0.7592241730172765,-0.001992287608014044,0.9675971744796585
187,frozenset({'shopping bags'}),frozenset({'soda'}),0.04758404063356279,0.09710619528169484,0.004410880171088686,0.09269662921348315,0.9545902704207492,-0.00020982497096616506,0.9951399209898348
225,"frozenset({'soda', 'whole milk'})",frozenset({'sausage'}),0.011628684087415625,0.06034886052262247,0.0010693042839002875,0.09195402298850576,1.5237076921118622,0.00036752644984720253,1.0348056852472385
155,frozenset({'pork'}),frozenset({'rolls/buns'}),0.037091492347791216,0.11000467820624206,0.003408407404932166,0.0918918918918919,0.8353453088568521,-0.0006718302749758966,0.9800543722133643
65,frozenset({'domestic eggs'}),frozenset({'rolls/buns'}),0.037091492347791216,0.11000467820624206,0.003408407404932166,0.0918918918918919,0.8353453088568521,-0.0006718302749758966,0.9800543722133643
76,frozenset({'frozen meals'}),frozenset({'soda'}),0.016774710953685757,0.09710619528169484,0.0015371249081066632,0.09163346613545818,0.9436418126530357,-9.180344955593144e-05,0.9939751972995378
177,frozenset({'yogurt'}),frozenset({'rolls/buns'}),0.08587850030074183,0.11000467820624206,0.007819287576020852,0.09105058365758756,0.8276973774413625,-0.0016277492143969147,0.9791472504323451
191,frozenset({'specialty bar'}),frozenset({'soda'}),0.013967787208447505,0.09710619528169484,0.0012697988371315912,0.0909090909090909,0.9361821935806794,-8.655983518507143e-05,0.9931831851901357
44,frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.05313105660629553,0.12210118291786407,0.0048118692775512934,0.09056603773584906,0.7417294048393593,-0.0016754955837533867,0.9653244254222656
51,frozenset({'cream cheese '}),frozenset({'other vegetables'}),0.023658357281293858,0.12210118291786407,0.002138608567800575,0.09039548022598871,0.7403325509696055,-0.0007501048421388675,0.9651434200219755
33,frozenset({'cat food'}),frozenset({'rolls/buns'}),0.011829178640646929,0.11000467820624206,0.0010693042839002875,0.09039548022598871,0.8217421449705159,-0.0002319607059082299,0.978442061847796
14,frozenset({'bottled water'}),frozenset({'other vegetables'}),0.06068301811134131,0.12210118291786407,0.005480184454988973,0.09030837004405286,0.739619124777867,-0.0019292838394319705,0.9650509998917427
172,frozenset({'tropical fruit'}),frozenset({'rolls/buns'}),0.0677671589921807,0.11000467820624206,0.006081668114682885,0.08974358974358976,0.815816119886594,-0.0013730364032031967,0.9777413394353961
30,frozenset({'canned beer'}),frozenset({'rolls/buns'}),0.04691572545612511,0.11000467820624206,0.004210385617857381,0.08974358974358974,0.8158161198865937,-0.0009505636637560603,0.9777413394353961
121,frozenset({'oil'}),frozenset({'rolls/buns'}),0.014903428456860256,0.11000467820624206,0.0013366303548753592,0.08968609865470852,0.8152934958507919,-0.000302816496691304,0.9776795899507785
22,frozenset({'butter'}),frozenset({'soda'}),0.03522020985096572,0.09710619528169484,0.003141081333957094,0.08918406072106262,0.9184178255810462,-0.00027901924169305503,0.991302156430306
174,frozenset({'white bread'}),frozenset({'rolls/buns'}),0.023992514870012697,0.11000467820624206,0.002138608567800575,0.08913649025069639,0.8102972682996173,-0.0005006803098336495,0.9770896652108841
114,frozenset({'misc. beverages'}),frozenset({'whole milk'}),0.01577223818752924,0.15792287642852368,0.001403461872619127,0.08898305084745761,0.5634589038639477,-0.0010873353496712954,0.9243265170365973
36,frozenset({'chewing gum'}),frozenset({'other vegetables'}),0.012029673193878232,0.12210118291786407,0.0010693042839002875,0.0888888888888889,0.727993675120112,-0.0003995330431875645,0.9635474821633199
18,frozenset({'brown bread'}),frozenset({'rolls/buns'}),0.03762614448974136,0.11000467820624206,0.003341575887188398,0.08880994671403199,0.8073288169392835,-0.0007974760295471682,0.9767395052044556
91,frozenset({'hamburger meat'}),frozenset({'rolls/buns'}),0.021853906302212123,0.11000467820624206,0.0019381140145692708,0.08868501529051988,0.8061931250255462,-0.00046591791575493926,0.9766056047871102
166,frozenset({'sausage'}),frozenset({'rolls/buns'}),0.06034886052262247,0.11000467820624206,0.005346521419501437,0.08859357696566998,0.8053619028780802,-0.0012921355624030328,0.9765076252488012
12,frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.04531176903027468,0.11000467820624206,0.004009891064626078,0.08849557522123894,0.8044710158173743,-0.0009746155065048535,0.9764026345892685
175,frozenset({'whole milk'}),frozenset({'rolls/buns'}),0.15792287642852368,0.11000467820624206,0.013967787208447505,0.0884468895471858,0.8040284376030019,-0.0034044679944763706,0.9763504853289926
26,frozenset({'candy'}),frozenset({'soda'}),0.014368776314910112,0.09710619528169484,0.0012697988371315912,0.08837209302325581,0.9100561788761025,-0.00012549836166306162,0.9904192245634469
45,frozenset({'citrus fruit'}),frozenset({'rolls/buns'}),0.05313105660629553,0.11000467820624206,0.004678206242063757,0.0880503144654088,0.8004233629076014,-0.0011664585426694142,0.9759259045876381
46,frozenset({'specialty chocolate'}),frozenset({'citrus fruit'}),0.015972732740760543,0.05313105660629553,0.001403461872619127,0.08786610878661087,1.6537617431120233,0.0005548137052125488,1.0380810893169512
192,frozenset({'specialty chocolate'}),frozenset({'soda'}),0.015972732740760543,0.09710619528169484,0.001403461872619127,0.08786610878661087,0.9048455511177279,-0.00014758943208748715,0.9898698134297015
58,frozenset({'dessert'}),frozenset({'other vegetables'}),0.02359152576355009,0.12210118291786407,0.0020717770500568067,0.08781869688385269,0.7192288787482691,-0.0008087761525099255,0.9624170261801055
75,frozenset({'frozen meals'}),frozenset({'rolls/buns'}),0.016774710953685757,0.11000467820624206,0.0014702933903628951,0.08764940239043825,0.7967788626780848,-0.0003750032901000304,0.9754970557652107
55,frozenset({'curd'}),frozenset({'sausage'}),0.03368308494285905,0.06034886052262247,0.0029405867807257902,0.08730158730158731,1.446615338641917,0.0009078509855375443,1.0295308136882573
48,frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.05313105660629553,0.08587850030074183,0.004611374724319989,0.08679245283018867,1.0106423904265471,4.8559263577507145e-05,1.0010008157863777
173,frozenset({'waffles'}),frozenset({'rolls/buns'}),0.018512330415023724,0.11000467820624206,0.001603956425850431,0.08664259927797834,0.7876264963526063,-0.00043248652430188115,0.9744217554817034
130,frozenset({'other vegetables'}),frozenset({'rolls/buns'}),0.12210118291786407,0.11000467820624206,0.010559379803515338,0.08648056923918994,0.7861535586427698,-0.0028723215319657984,0.9742489232577566
81,frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.03401724253157789,0.12210118291786407,0.0029405867807257902,0.08644400785854618,0.7079702734468672,-0.0012129587719837466,0.9609688126770047
96,frozenset({'hard cheese'}),frozenset({'yogurt'}),0.01470293390362895,0.08587850030074183,0.0012697988371315912,0.08636363636363636,1.0056490979837283,7.132923467005094e-06,1.0005309946957055
220,"frozenset({'soda', 'whole milk'})",frozenset({'rolls/buns'}),0.011628684087415625,0.11000467820624206,0.0010024727661565194,0.08620689655172414,0.7836657309255458,-0.00027673688484168395,0.9739571446044899
212,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'other vegetables'}),0.013967787208447505,0.12210118291786407,0.0012029673193878234,0.0861244019138756,0.7053527235015439,-0.0005025160215086273,0.960632737016578
197,frozenset({'specialty bar'}),frozenset({'yogurt'}),0.013967787208447505,0.08587850030074183,0.0012029673193878234,0.0861244019138756,1.0028633664103663,3.434701406466404e-06,1.0002690755871464
171,frozenset({'specialty bar'}),frozenset({'rolls/buns'}),0.013967787208447505,0.11000467820624206,0.0012029673193878234,0.0861244019138756,0.7829158115658085,-0.0003335546177307084,0.9738692264654211
124,frozenset({'onions'}),frozenset({'rolls/buns'}),0.02024994987636169,0.11000467820624206,0.0017376194613379669,0.0858085808580858,0.7800448331588931,-0.0004899697585037321,0.973532788821331
178,frozenset({'sliced cheese'}),frozenset({'root vegetables'}),0.014034618726191272,0.06957160997126245,0.0012029673193878234,0.08571428571428572,1.2320296418279126,0.00022655629927386789,1.0176560515939317
29,frozenset({'canned beer'}),frozenset({'other vegetables'}),0.04691572545612511,0.12210118291786407,0.004009891064626078,0.08547008547008547,0.699993918384723,-0.0017185745110165455,0.9599454355010272
59,frozenset({'dessert'}),frozenset({'rolls/buns'}),0.02359152576355009,0.11000467820624206,0.002004945532313039,0.08498583569405099,0.772565649750963,-0.0005902326677005576,0.9726574259851286
34,frozenset({'cat food'}),frozenset({'tropical fruit'}),0.011829178640646929,0.0677671589921807,0.0010024727661565194,0.08474576271186442,1.250543242068666,0.00020084293646889094,1.0185506966566915
113,frozenset({'misc. beverages'}),frozenset({'rolls/buns'}),0.01577223818752924,0.11000467820624206,0.0013366303548753592,0.0847457627118644,0.7703832609098585,-0.0003983896315359972,0.9724022960339207
1,frozenset({'UHT-milk'}),frozenset({'rolls/buns'}),0.021386085678005748,0.11000467820624206,0.001804450979081735,0.08437499999999999,0.7670128341433778,-0.0005481184940184093,0.9720085425733875
28,frozenset({'candy'}),frozenset({'yogurt'}),0.014368776314910112,0.08587850030074183,0.0012029673193878234,0.08372093023255814,0.974876481766356,-3.1001641693476686e-05,0.9976452915499517
102,frozenset({'ice cream'}),frozenset({'other vegetables'}),0.015170754527835327,0.12210118291786407,0.0012697988371315912,0.08370044052863436,0.685500652233145,-0.0005825682364736446,0.9580914974886772
199,frozenset({'specialty chocolate'}),frozenset({'whole milk'}),0.015972732740760543,0.15792287642852368,0.0013366303548753592,0.08368200836820083,0.5298916171025769,-0.0011858295439696022,0.9189791439889627
198,frozenset({'specialty chocolate'}),frozenset({'tropical fruit'}),0.015972732740760543,0.0677671589921807,0.0013366303548753592,0.08368200836820083,1.2348460465615279,0.0002542036356926291,1.01736826027794
37,frozenset({'chewing gum'}),frozenset({'soda'}),0.012029673193878232,0.09710619528169484,0.0010024727661565194,0.08333333333333334,0.8581670107822896,-0.00016568302818318996,0.9849750596926966
85,frozenset({'grapes'}),frozenset({'rolls/buns'}),0.01443560783265388,0.11000467820624206,0.0012029673193878234,0.08333333333333334,0.7575435398946944,-0.000385017074954774,0.9709039874113724
56,frozenset({'curd'}),frozenset({'soda'}),0.03368308494285905,0.09710619528169484,0.002806923745238254,0.08333333333333333,0.8581670107822895,-0.0004639124789129318,0.9849750596926966
169,frozenset({'soda'}),frozenset({'rolls/buns'}),0.09710619528169484,0.11000467820624206,0.008086613646995923,0.08327598072952512,0.7570221747605617,-0.0025955221167994185,0.9708432451699177
15,frozenset({'sugar'}),frozenset({'bottled water'}),0.01771035220209851,0.06068301811134131,0.0014702933903628951,0.0830188679245283,1.368074141800349,0.00039557576692471775,1.0243580255164384
158,frozenset({'pork'}),frozenset({'yogurt'}),0.037091492347791216,0.08587850030074183,0.0030742498162133263,0.0828828828828829,0.9651179584253515,-0.00011111192053142507,0.9967336588076391
3,frozenset({'beef'}),frozenset({'other vegetables'}),0.03395041101383412,0.12210118291786407,0.002806923745238254,0.08267716535433071,0.6771201013666396,-0.0013384616000985724,0.957022744801985
32,frozenset({'canned beer'}),frozenset({'yogurt'}),0.04691572545612511,0.08587850030074183,0.0038762280291385416,0.08262108262108261,0.9620694624585674,-0.00015282411355481982,0.9964492124050919
164,frozenset({'root vegetables'}),frozenset({'rolls/buns'}),0.06957160997126245,0.11000467820624206,0.005747510525964045,0.08261287223823247,0.7509941721146248,-0.0019056920412148627,0.9701414973689026
49,frozenset({'coffee'}),frozenset({'other vegetables'}),0.03161130789280225,0.12210118291786407,0.0026064291920069507,0.0824524312896406,0.6752795453677571,-0.0012533488952850167,0.9567883421194707
181,frozenset({'salty snack'}),frozenset({'yogurt'}),0.018779656485998796,0.08587850030074183,0.0015371249081066632,0.0818505338078292,0.953096916238559,-7.56438270740126e-05,0.9956129512228356
17,frozenset({'brown bread'}),frozenset({'other vegetables'}),0.03762614448974136,0.12210118291786407,0.0030742498162133263,0.08170515097690942,0.6691593727791437,-0.0015199469346225663,0.9560097369772583
21,frozenset({'butter'}),frozenset({'rolls/buns'}),0.03522020985096572,0.11000467820624206,0.0028737552629820224,0.08159392789373814,0.7417314356464179,-0.001000632588029778,0.969065154101881
20,frozenset({'butter'}),frozenset({'other vegetables'}),0.03522020985096572,0.12210118291786407,0.0028737552629820224,0.08159392789373814,0.6682484636420382,-0.0014266740224363008,0.9558939599220777
71,frozenset({'frankfurter'}),frozenset({'soda'}),0.037759807525228894,0.09710619528169484,0.0030742498162133263,0.08141592920353984,0.8384215751359715,-0.0005924614271307612,0.9829190745006597
54,frozenset({'curd'}),frozenset({'rolls/buns'}),0.03368308494285905,0.11000467820624206,0.0027400922274944863,0.08134920634920635,0.7395067889448206,-0.0009652046926382405,0.9688070025573521
217,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'sausage'}),0.013967787208447505,0.06034886052262247,0.0011361358016440553,0.08133971291866028,1.3478251654506244,0.0002931957595917866,1.022849417451937
156,frozenset({'pork'}),frozenset({'soda'}),0.037091492347791216,0.09710619528169484,0.003007418298469558,0.08108108108108109,0.8349733077881737,-0.0005943954007445458,0.9825609051346262
210,"frozenset({'other vegetables', 'whole milk'})",frozenset({'rolls/buns'}),0.014836596939116486,0.11000467820624206,0.0012029673193878234,0.08108108108108109,0.7370693901678107,-0.0004291277525754016,0.9685243207755602
189,frozenset({'sliced cheese'}),frozenset({'soda'}),0.014034618726191272,0.09710619528169484,0.0011361358016440553,0.08095238095238094,0.8336479533313669,-0.00022671262508560568,0.982423310833389
182,frozenset({'sliced cheese'}),frozenset({'sausage'}),0.014034618726191272,0.06034886052262247,0.0011361358016440553,0.08095238095238094,1.3414069503770498,0.0002891625536489528,1.022418338291447
109,frozenset({'margarine'}),frozenset({'soda'}),0.03221279155249616,0.09710619528169484,0.0026064291920069507,0.08091286307053942,0.8332409980209783,-0.0005216324350582713,0.9823810696935059
115,frozenset({'misc. beverages'}),frozenset({'yogurt'}),0.01577223818752924,0.08587850030074183,0.0012697988371315912,0.08050847457627118,0.9374694981204247,-8.469732479951032e-05,0.9941597876913592
153,frozenset({'pip fruit'}),frozenset({'soda'}),0.049054334023925686,0.09710619528169484,0.00394305954688231,0.08038147138964577,0.8277687242968134,-0.0008204201922585048,0.9818134113529422
